,att_bonus_wgt,att_chance_wgt,att_conqc_wgt,att_cutoff,att_cutoff_win,att_mission_wgt,att_narmies_wgt,ft_avantage_wgt,ft_bonus_wgt,ft_min_wgt,ft_mission_wgt,ft_narmies_wgt,ft_tvantage_wgt,mis_base_wgt,mis_cont_wgt,mis_extr_wgt,mis_play_wgt,mis_terr_wgt,re_avantage_wgt,re_dbonus_wgt,re_ibonus_wgt,re_mission_wgt,re_tvantage_wgt,turn_in_cutoff,iteration
135,18.97,14.24,-17.39,6.3,0.7,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,-23.88,4.25,-0.75,1,-10.84,-18.17,-18.7,13.2,1,24.61,4,0
136,11.76,-18.64,22.07,16.3,23.9,1,7.6,-2.51,-5.3,1.57,-19.29,0,2.7,10.84,17.81,18.13,0,7.65,-10.86,-11.4,-9.99,1,5.48,8,0
137,-2.73,13.5,24.68,-24.0,13.0,-1,3.41,9.56,21.26,10.17,-15.05,-1,-8.05,7.57,3.24,12.73,0,-11.74,-17.63,-18.83,17.66,0,2.96,4,0
138,16.11,15.57,-4.16,13.2,16.3,0,15.29,5.21,-4.74,22.07,23.91,0,16.49,-3.63,-21.86,-15.86,0,19.15,23.29,-7.75,0.8,1,0.61,4,0
139,14.28,-6.55,13.94,11.6,8.9,0,22.17,16.18,-23.0,-12.67,11.81,0,20.47,11.88,12.46,21.91,0,4.19,-16.52,19.16,18.9,-1,11.96,4,0
140,0.5,-13.75,-14.09,-2.2,-22.1,1,8.24,9.98,-8.12,10.17,16.82,1,2.55,18.9,-22.2,21.09,1,-21.12,11.73,3.89,18.75,0,3.28,4,0
141,-4.72,-22.84,13.8,-12.5,-11.9,-1,3.41,9.56,21.26,-9.29,-4.21,1,-3.44,3.82,-2.7,17.63,1,-6.53,5.75,0.67,-10.09,-1,-2.55,6,0
142,-5.39,-18.57,12.95,22.2,-22.4,1,18.02,-11.85,-20.46,8.87,-14.64,1,-20.52,-12.09,-23.99,15.94,0,-3.72,-10.86,-6.33,24.4,0,-16.48,4,0
143,-6.67,-16.23,-16.46,-4.9,0.9,-1,16.1,3.34,-5.61,3.47,-24.8,0,5.51,23.09,12.62,-24.85,1,-4.34,-6.88,6.19,-15.61,-1,-16.48,8,0
144,-2.94,13.67,18.75,-19.7,3.3,0,14.25,13.29,-21.0,3.56,-20.99,-1,17.13,-19.22,-3.66,-22.47,0,4.89,-20.02,13.29,22.92,0,-13.96,6,0
145,-14.09,-15.66,-6.18,24.5,14.9,0,9.59,-5.45,17.96,-8.31,-11.17,0,21.86,12.52,12.46,21.91,0,17.39,8.59,0.22,9.54,-1,11.96,8,0
146,-14.24,21.09,16.65,16.5,9.1,0,-13.02,-16.94,-12.11,-14.35,-17.5,0,-17.15,-8.52,18.11,-20.74,0,-18.96,-17.63,-8.36,6.43,1,-6.44,10,0
147,24.08,-10.49,6.5,1.5,-5.6,0,2.03,17.3,-2.84,2.89,12.15,1,4.91,-19.61,18.82,11.37,0,-6.9,20.01,-13.76,-6.44,-1,-4.8,4,0
148,3.45,-13.75,7.17,2.9,3.3,1,14.13,4.25,16.26,-20.3,15.01,1,2.55,18.82,-22.2,-21.15,1,-21.12,-22.62,-7.23,18.75,0,3.28,6,0
149,5.3,23.75,23.97,-5.5,4.0,1,15.29,13.14,23.16,24.79,7.88,-1,-23.09,21.67,-7.24,-22.97,0,16.83,-3.78,-5.19,24.28,-1,0.61,10,0
150,19.78,8.11,19.95,12.6,-22.1,-1,1.47,-14.19,-15.76,-21.52,6.74,0,-22.94,7.81,18.82,-0.97,1,-14.5,18.85,-20.64,21.55,0,-4.5,4,0
151,4.83,9.68,0.82,-10.4,-24.1,1,19.21,17.17,-1.97,-2.22,-15.27,0,15.44,-15.04,23.68,-21.53,1,0.36,-7.34,-14.95,9.45,-1,-4.7,8,0
152,-14.8,1.44,18.24,8.6,-24.9,-1,6.99,-11.85,11.27,-5.45,15.21,1,-23.52,22.47,6.52,13.74,0,-0.51,-17.2,-16.36,-23.74,1,24.95,4,0
153,12.75,-11.89,23.16,1.0,-2.5,0,9.14,-14.36,7.34,3.47,23.83,0,19.97,-12.43,10.27,-1.73,1,5.4,4.54,17.7,12.05,-1,24.43,8,0
154,4.83,9.68,-5.02,23.9,-16.4,1,23.46,-20.43,7.97,24.79,-18.68,1,-10.93,1.23,8.76,-8.14,0,14.9,-1.47,-5.19,10.96,1,8.44,10,0
155,13.45,18.72,18.2,-24.6,-11.5,0,11.99,13.29,-23.85,3.56,-20.99,0,-18.15,-23.99,19.6,-22.47,0,11.57,17.74,-19.68,-19.1,0,23.68,4,0
156,-16.41,-1.27,-12.96,14.0,8.6,0,16.1,3.34,-5.61,17.89,-20.79,0,6.4,9.24,8.94,7.41,1,-4.34,-9.63,6.19,21.81,1,21.21,6,0
157,-18.55,1.79,6.17,-19.5,-10.5,1,16.78,-8.89,20.21,-7.4,9.27,-1,-22.62,-21.07,19.34,17.1,0,22.49,-6.7,-13.42,-4.72,-1,15.25,4,0
158,-11.0,-9.12,-16.34,21.5,-16.2,1,2.44,-11.91,-0.85,16.55,-21.74,0,-13.38,-1.58,23.12,24.51,1,21.89,-4.61,-14.72,20.22,1,-12.14,4,0
159,-14.24,-10.14,8.44,1.7,-20.5,-1,6.18,11.56,-18.38,15.84,23.88,0,-11.89,6.38,-0.13,-19.74,0,0.72,21.62,-11.68,-1.39,-1,22.95,6,0
160,11.76,10.22,16.2,10.0,-20.5,-1,8.88,16.18,-16.33,1.57,22.78,-1,2.44,0.64,-4.12,-15.25,0,-16.51,-14.0,8.55,-9.99,1,5.48,8,0
161,-24.65,-23.48,12.95,22.0,-11.5,0,6.83,-22.68,-22.28,2.3,-8.01,1,-17.15,-22.17,18.11,7.61,1,0.8,-15.94,-18.58,23.01,0,0.61,10,0
162,-10.32,-2.66,24.44,4.6,-14.3,1,-24.6,17.17,20.78,-24.13,-8.11,-1,5.15,15.48,5.21,-1.62,1,5.55,-7.34,-11.32,21.5,0,-4.7,8,0
163,-3.11,13.5,6.17,11.0,-2.5,0,17.23,-5.07,2.21,3.47,9.27,-1,-23.74,7.57,2.86,0.95,0,0.36,14.63,-18.83,-16.14,-1,-24.99,8,0
164,11.76,-14.75,-0.88,8.6,23.7,-1,11.98,-15.31,17.2,-9.46,15.21,1,2.7,9.55,6.52,0.3,0,-0.51,-19.33,-12.21,-1.79,1,1.46,8,0
165,16.11,-23.48,18.2,-16.2,8.6,-1,-16.3,-21.95,-23.85,2.35,14.33,-1,-18.15,1.51,-21.86,15.94,1,19.15,24.8,-19.68,-19.1,0,-16.48,4,0
166,2.25,18.72,11.75,-5.7,1.2,1,18.31,-21.95,21.6,20.71,12.24,1,-7.81,6.38,-23.24,-11.66,0,9.11,-24.87,8.78,21.55,1,24.57,4,0
167,18.4,-22.84,16.2,20.0,9.8,-1,9.49,16.63,-20.71,23.85,22.78,0,2.44,4.56,-2.7,23.9,1,-18.96,3.97,1.18,12.05,-1,-6.44,10,0
168,2.25,15.57,-18.15,-16.2,16.3,1,-16.3,14.89,14.35,-19.81,10.21,1,-11.41,6.38,-23.54,-15.29,0,19.15,-4.79,-7.74,0.8,1,21.26,4,0
169,13.88,-14.25,5.64,-10.5,3.3,-1,8.05,19.65,16.26,13.59,-22.24,0,-23.43,-13.28,-13.95,-18.65,0,3.31,0.46,15.46,-16.37,0,-6.39,6,0
170,9.71,1.64,9.83,4.0,-3.4,0,16.0,-8.89,-23.47,16.59,16.8,-1,-6.69,20.71,-0.39,-5.68,0,13.91,11.61,12.66,-20.71,-1,6.6,8,0
171,-15.62,-9.14,-1.01,-19.3,-2.7,-1,8.36,11.56,-10.82,-23.97,4.27,1,-16.89,21.41,17.54,2.45,0,17.88,-15.42,-20.27,-16.15,-1,-24.57,4,0
172,12.38,-6.55,6.97,20.3,8.9,-1,-18.07,16.18,-6.59,-12.67,11.81,0,20.47,7.0,24.61,-5.09,0,9.47,22.42,12.9,-22.07,-1,0.84,10,0
173,2.25,-19.3,5.18,-18.2,8.6,1,7.86,-14.17,24.38,2.35,-2.22,1,3.89,-11.43,2.79,7.61,0,-24.08,-6.3,-1.23,21.46,1,-16.48,4,0
174,-10.35,18.72,6.17,-24.0,-11.6,1,18.31,-5.07,21.6,8.07,12.24,1,3.54,7.57,-23.24,-4.73,0,18.13,-24.87,8.78,-3.6,-1,-24.99,6,0
175,-13.11,-21.65,8.64,-19.9,11.0,1,16.17,-8.53,17.52,-13.83,6.02,1,22.06,22.66,13.28,-17.65,0,4.55,-11.81,21.7,-10.09,0,13.79,10,0
176,-14.8,1.44,22.62,13.2,12.5,-1,15.37,-14.17,-8.48,-15.75,-18.68,1,18.14,-18.48,-9.07,-5.19,0,19.15,-6.8,-7.79,-7.48,1,0.61,4,0
177,-14.1,4.22,-3.34,-2.4,-20.5,-1,15.37,-21.4,-23.46,5.32,-18.68,1,-11.89,-18.48,4.56,-15.86,1,19.15,-6.8,-18.7,0.8,1,24.61,10,0
178,12.42,-6.11,-7.75,-15.9,19.5,0,22.68,0.0,24.98,-0.09,-21.64,1,15.52,-0.07,15.73,8.41,1,-9.49,-3.95,24.47,5.0,0,23.32,4,0
179,-14.24,-6.97,-4.34,16.5,8.2,-1,16.81,-16.94,24.77,16.0,21.88,1,6.07,-8.48,19.63,-20.74,0,17.36,3.44,-4.44,19.03,1,23.61,8,0
180,18.4,-15.22,7.86,-0.1,21.6,-1,4.38,-16.87,-17.07,23.85,19.82,1,2.44,21.21,-2.47,8.7,0,17.32,-6.8,-5.19,-9.76,-1,21.17,10,0
181,20.46,-10.14,5.18,-5.7,-16.1,1,18.31,-16.94,-18.38,3.87,10.21,0,-6.09,6.38,2.79,7.61,0,-2.88,-0.45,-4.77,-8.42,1,-1.89,4,0
182,-10.68,-23.48,18.67,11.0,-15.7,-1,17.45,-22.95,-16.91,4.8,12.42,1,5.51,13.19,-6.67,14.49,1,13.7,-2.19,7.92,23.01,1,20.44,8,0
183,9.94,-14.99,-17.39,6.3,0.7,-1,3.41,19.05,21.26,11.08,-4.21,1,-17.5,11.2,4.25,-0.75,1,18.95,-18.17,0.67,2.73,0,13.79,6,0
184,21.85,18.69,24.68,14.0,-0.7,0,-23.49,-10.94,-3.83,-19.4,-20.79,-1,-5.82,-23.02,18.11,5.23,1,3.3,-6.07,11.55,18.75,0,2.96,6,0
185,2.25,6.89,22.47,2.9,-24.3,-1,19.69,13.71,1.82,-0.09,-12.99,1,3.89,-18.86,2.79,-0.97,0,0.8,-8.72,-18.58,9.12,1,23.32,8,0
186,-24.86,-19.3,-5.02,5.7,-16.4,1,23.46,24.59,-4.33,2.17,7.32,1,-12.07,1.23,8.76,-8.14,0,18.13,-12.75,-13.05,10.96,1,8.44,8,0
187,-13.11,-2.69,8.64,-12.5,-11.9,0,3.41,-1.56,21.26,7.22,6.02,1,15.09,-8.66,-0.1,15.74,1,-8.6,-5.24,-21.21,-10.09,-1,13.79,6,0
188,10.73,-23.6,-8.28,14.0,-0.7,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,8.79,8.94,7.41,1,15.97,-15.21,-21.44,-0.25,1,16.02,4,0
189,10.23,-15.22,19.95,14.3,-22.1,1,1.47,6.73,-20.71,20.28,23.88,0,2.44,4.56,-10.76,-0.36,0,-2.88,3.97,23.28,-0.93,1,-4.5,6,0
190,10.73,-23.6,-11.81,-5.7,17.6,1,-20.78,4.78,-2.27,-13.18,12.26,0,1.16,8.79,2.57,-12.48,0,10.47,18.55,24.15,12.55,-1,16.02,6,0
191,11.77,-2.69,-17.39,6.3,22.7,1,12.21,-16.71,-19.93,11.08,21.69,1,-24.27,-2.25,21.11,-0.75,1,-8.6,-5.24,-16.8,-12.29,1,2.39,6,0
192,-24.23,20.21,-4.9,4.1,-4.2,0,15.8,23.44,-6.35,-3.9,-22.5,0,-17.99,22.32,2.23,-0.43,1,-5.05,-20.3,15.79,-22.38,-1,14.81,6,0
193,18.97,-16.23,23.12,6.3,8.6,1,12.21,19.05,2.84,-18.59,-24.8,0,-16.61,10.99,4.25,-21.64,1,18.95,-18.17,21.23,10.34,0,21.21,4,0
194,-3.11,-12.13,15.69,21.5,-2.3,1,12.73,-11.91,-14.64,3.47,12.42,1,-13.38,-1.57,2.86,6.44,1,21.89,-4.61,-14.72,20.22,-1,19.67,4,0
195,18.4,-15.22,16.2,18.7,21.6,0,17.32,-1.56,12.3,23.85,19.82,1,15.09,4.56,-2.47,15.74,1,-8.6,3.97,-21.21,-12.29,-1,2.39,6,0
196,-14.8,-10.9,22.62,8.6,23.9,-1,6.99,11.53,-13.24,-15.75,15.21,1,2.7,10.84,-9.07,-5.19,0,14.33,-14.0,-20.54,-9.99,1,-9.87,8,0
197,18.97,-14.99,-14.09,6.3,-17.4,1,8.24,9.98,3.86,21.83,16.82,1,-24.27,6.91,4.25,21.09,1,18.18,-5.27,-5.99,2.73,1,24.61,4,0
198,-19.34,-23.49,-16.47,-10.5,17.6,1,9.57,4.78,-2.27,12.73,-22.24,1,-5.74,16.04,-0.72,0.54,0,10.2,6.69,-20.52,-10.16,1,0.85,6,0
199,2.25,6.89,13.18,-2.0,-24.3,-1,6.85,-0.29,11.27,-9.29,-18.68,1,3.89,3.82,2.79,17.63,1,0.8,-6.3,1.18,12.05,-1,-2.55,4,0
200,12.63,-13.75,23.12,-0.7,-4.2,0,15.8,5.61,-22.02,-21.52,-2.52,0,15.54,-0.35,-13.15,18.29,1,-5.05,-16.52,-13.86,14.53,-1,23.79,6,0
201,-10.1,21.36,13.18,17.1,-20.2,0,16.78,-14.49,20.21,-21.7,9.27,-1,-3.44,-21.07,-2.7,17.63,0,-16.66,-5.25,-3.7,11.22,0,5.98,10,0
202,-18.56,-10.16,-11.81,10.6,8.2,0,13.29,11.56,-10.82,10.14,0.98,1,18.07,16.04,-3.43,24.68,0,10.47,21.62,0.13,10.77,-1,-13.58,10,0
203,-10.35,10.22,12.96,10.0,-11.6,1,16.78,17.8,16.26,1.57,6.02,0,2.7,-21.07,-4.12,-15.25,1,15.66,-14.0,-13.42,-16.14,1,8.72,4,0
204,16.11,-2.69,22.28,18.7,16.3,0,12.99,-1.56,-5.51,2.01,-18.68,0,1.16,8.79,16.87,15.74,1,-3.01,-4.79,-7.75,-12.29,-1,0.61,10,0
205,2.25,6.89,18.2,-18.2,-16.1,1,11.99,-16.94,14.35,20.71,10.21,1,-18.15,-11.43,19.6,7.61,1,-21.26,24.8,-19.53,-19.1,0,23.86,4,0
206,-15.92,-18.64,22.07,16.3,-22.4,1,3.41,-2.51,21.26,24.62,-19.29,-1,-17.5,-12.09,-15.87,-17.65,1,7.65,5.75,-11.4,-21.72,-1,13.79,10,0
207,-14.24,16.51,8.05,-23.3,-16.1,1,9.78,-16.94,-2.85,-13.49,-18.16,-1,21.86,12.52,17.77,-13.71,0,-7.37,8.11,-21.49,21.44,1,-1.82,4,0
208,10.33,-2.69,22.28,12.6,22.7,0,12.99,19.91,14.57,-21.52,-5.7,0,15.09,7.81,18.85,-7.15,1,-14.5,-2.65,-20.64,-24.82,0,16.94,6,0
209,-2.73,-13.75,7.17,-1.3,-22.1,-1,-20.74,-10.94,-8.12,10.17,-15.05,1,2.55,-9.51,-22.2,-21.15,1,-21.12,-16.52,3.89,18.75,0,3.28,4,0
210,-18.34,24.98,-22.87,19.6,-17.5,0,-3.29,12.64,-19.93,-22.39,-20.08,0,4.83,1.82,10.26,8.41,1,-19.45,11.61,9.02,10.11,0,13.88,10,0
211,-10.0,0.61,-17.39,6.3,0.7,-1,2.28,-20.9,-21.13,11.08,-22.69,1,-24.27,-8.28,4.25,-3.97,0,18.72,20.56,21.83,2.73,1,24.61,10,0
212,-8.42,14.24,-16.47,23.4,10.5,-1,-4.18,10.46,8.2,-20.96,0.2,0,-14.85,7.81,-11.12,-7.15,0,-12.05,10.93,14.3,8.41,1,-24.97,8,0
213,-24.23,24.46,20.56,-4.9,16.2,1,17.23,23.44,19.12,-3.9,12.73,0,16.73,4.09,2.86,0.95,1,-21.26,-6.88,15.79,-4.22,-1,-16.48,10,0
214,-11.0,-12.13,-11.93,21.5,17.6,0,6.65,-18.65,-2.27,-24.66,-18.51,1,-5.99,-23.9,2.13,6.44,1,-16.2,17.71,-14.72,20.12,1,3.92,8,0
215,-10.0,0.61,11.43,19.6,15.4,0,9.41,15.84,-21.13,-20.46,-10.46,1,4.83,1.82,21.33,-3.97,0,3.76,20.56,21.83,10.11,0,23.62,10,0
216,13.79,-4.32,19.95,12.6,21.7,0,19.62,11.72,14.57,18.96,23.88,0,15.54,-4.07,18.82,-10.93,1,-2.88,-1.0,-18.08,14.53,0,-18.8,6,0
217,3.41,-23.6,13.8,2.9,3.3,1,21.7,4.25,21.26,-20.3,2.82,-1,-23.43,18.82,16.38,0.29,1,-11.74,3.12,-21.44,10.62,-1,-6.39,6,0
218,-15.92,-15.22,1.4,-19.1,-20.5,1,2.28,7.29,3.9,-23.72,-22.07,-1,-5.57,4.56,21.33,1.45,0,3.76,3.97,-14.35,-21.72,0,23.62,8,0
219,-14.8,1.44,-16.47,-22.8,10.5,0,23.22,10.46,8.2,-20.96,0.2,0,-3.88,7.81,-23.0,17.03,1,19.09,-20.25,-16.36,9.89,1,2.04,10,0
220,0.06,-21.09,8.64,6.3,-5.7,1,12.21,11.58,3.86,-6.11,-21.74,1,-16.23,-2.25,-0.1,-0.75,1,18.95,17.34,-18.7,2.73,1,-9.87,4,0
221,15.47,4.22,16.2,-2.4,-20.5,1,19.27,9.98,20.19,12.55,6.65,-1,-23.07,18.9,5.71,24.51,0,18.59,-15.13,8.55,-0.91,0,14.47,8,0
222,2.25,-19.3,23.25,-20.3,-24.3,1,8.06,-20.36,-3.83,17.89,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-9.63,-19.53,-8.42,-1,10.92,6,0
223,-14.8,1.44,-16.46,13.0,-2.0,-1,-21.2,-20.74,-17.69,2.96,10.16,1,-3.88,23.1,6.52,15.94,0,-21.26,-6.88,-16.36,-11.38,0,-9.72,4,0
224,18.4,-15.22,18.2,17.1,-20.5,-1,18.31,16.18,-20.71,-2.51,22.78,0,-24.23,4.56,-2.47,23.46,0,-4.76,-14.27,8.55,-3.6,0,6.02,8,0
225,23.12,17.76,16.3,23.4,17.2,1,24.75,-7.23,-23.56,-1.32,21.65,0,-16.94,1.92,21.38,-6.79,1,24.7,-17.63,-7.78,6.04,1,-9.21,8,0
226,14.28,-1.27,13.94,11.6,-12.1,1,10.19,20.65,6.1,-7.4,-4.45,-1,-22.62,11.88,8.94,7.41,1,15.97,-15.21,3.72,21.81,0,0.72,4,0
227,-10.51,-16.29,8.44,-13.2,-20.5,-1,8.36,11.56,1.47,15.84,14.84,1,-13.19,-22.72,10.01,-1.62,1,-19.35,21.62,3.83,21.5,1,7.47,4,0
228,4.83,21.09,15.13,-10.8,9.1,0,19.35,9.44,-12.11,-14.35,-17.5,0,-17.15,-21.96,18.11,-0.88,0,-18.96,-12.2,16.99,6.43,1,24.11,4,0
229,-6.9,12.0,-1.91,22.4,9.6,-1,2.44,0.0,-6.35,-0.09,-22.5,1,-12.94,0.64,-13.45,-0.43,1,-1.97,17.34,-14.24,-22.38,0,23.61,4,0
230,22.13,14.88,23.12,-0.7,-4.2,-1,19.18,-16.94,9.08,8.07,21.08,-1,-6.09,7.57,8.87,-4.73,0,14.27,-0.94,-21.46,10.34,-1,23.79,6,0
231,-24.01,-16.17,14.55,22.7,-16.2,0,-15.71,-7.07,-1.97,24.79,2.29,-1,1.16,-22.37,16.87,0.29,1,-3.01,-13.0,-17.64,-22.7,-1,5.53,10,0
232,-3.11,-4.63,0.82,12.6,-0.5,1,19.21,19.91,14.57,-21.52,6.74,0,-22.94,-22.72,18.82,0.95,1,0.36,-2.65,0.38,21.5,0,-4.7,6,0
233,2.25,-19.3,5.18,2.9,-22.1,1,20.48,-14.17,14.35,-5.53,-12.99,1,3.89,0.97,20.73,7.61,1,8.81,-6.3,-19.53,9.12,1,-9.87,8,0
234,18.4,13.67,-11.38,-8.6,3.3,-1,14.25,16.18,-21.0,23.85,7.32,0,2.44,3.38,-23.49,-8.14,0,17.32,0.02,8.55,16.81,-1,14.47,4,0
235,11.68,4.19,24.3,-0.1,-1.8,1,8.36,13.71,-10.82,20.71,-18.68,1,-16.89,21.41,-19.29,24.68,0,0.8,22.53,-20.27,-9.76,1,0.61,4,0
236,-6.9,-21.65,12.83,22.4,9.6,1,22.99,18.32,21.26,1.23,-7.92,-1,-12.94,0.64,-13.45,-0.43,1,18.24,6.05,-5.68,-22.38,0,13.79,6,0
237,0.5,-16.23,23.25,-2.9,-17.4,0,16.1,9.98,-16.11,17.89,16.82,1,-22.88,23.09,12.62,21.09,0,-4.34,11.73,17.78,12.91,-1,-21.43,6,0
238,10.73,-11.25,12.96,10.0,-16.2,1,-8.46,1.84,19.36,-17.71,2.29,-1,24.33,0.64,-4.12,-15.25,1,-16.51,-14.0,-16.44,-9.99,1,5.48,8,0
239,20.32,1.44,6.98,-22.8,-3.8,1,23.22,-6.37,-12.74,-24.44,0.2,0,23.5,-23.88,-13.95,-18.65,1,19.09,-20.25,15.46,13.2,1,2.04,6,0
240,9.6,-6.97,-4.34,1.5,-5.6,0,16.81,-17.92,-2.84,-24.66,12.15,1,-4.58,-23.9,18.82,-24.85,0,13.08,3.44,-4.44,19.03,0,13.76,4,0
241,-4.67,8.11,22.47,15.8,-22.1,-1,-19.38,2.83,-9.85,-5.53,-12.99,1,-18.31,-5.43,20.73,8.54,1,8.81,-8.72,5.85,-5.51,1,-10.47,8,0
242,8.24,-18.64,0.43,-24.6,-22.3,0,7.6,-2.51,-23.85,14.91,-19.29,-1,-20.52,13.06,19.6,23.46,1,-22.63,-14.27,-11.4,22.04,-1,23.68,10,0
243,-8.76,23.75,23.97,-9.4,11.9,0,15.36,2.22,23.16,-12.32,-18.65,1,10.04,-23.99,7.84,-0.89,1,-4.09,-24.24,-19.56,21.99,0,-15.59,10,0
244,-6.67,-16.23,6.17,-0.9,8.6,0,16.78,3.34,-19.93,17.89,-24.8,0,-6.09,23.09,12.62,-19.74,0,-4.34,-9.63,6.19,-3.04,1,17.11,6,0
245,16.45,13.5,-8.66,-24.0,13.0,1,-3.29,-20.2,10.65,-22.39,7.32,-1,-8.05,7.57,-6.32,12.73,0,19.36,14.63,16.2,1.84,0,-4.98,4,0
246,11.74,-23.48,14.68,-0.3,-18.6,0,7.86,-11.97,-22.28,2.96,9.05,0,-8.25,22.54,18.11,5.67,1,-1.83,23.3,-19.56,-21.47,0,14.85,10,0
247,-10.68,21.36,5.18,5.7,-24.3,1,16.78,-14.17,-16.99,6.07,5.22,-1,3.89,2.48,-0.72,-4.73,0,10.2,6.69,-20.52,-16.14,1,-8.65,4,0
248,12.75,7.72,14.57,-16.2,16.3,0,11.83,2.18,-17.13,-14.35,-14.76,-1,7.77,-22.73,-18.39,-15.51,0,19.15,-4.79,-16.8,0.8,1,18.39,4,0
249,-11.68,-24.66,18.24,-3.6,2.2,1,6.81,3.65,-14.72,-23.8,10.07,1,-19.13,-23.71,-0.1,15.89,0,14.34,-4.79,-11.48,-13.14,1,22.95,10,0
250,-14.8,-23.48,18.24,6.4,12.2,-1,6.99,-20.74,-11.2,14.83,10.21,1,-3.88,23.1,6.52,7.64,0,8.81,-7.01,-19.53,-7.48,1,24.95,4,0
251,-13.11,-15.22,13.38,16.3,-20.5,1,3.41,6.73,21.26,8.03,-22.07,1,-19.13,4.56,-0.1,-17.65,1,7.65,5.75,0.67,-21.72,-1,8.44,6,0
252,0.28,18.51,-6.44,-16.3,-20.5,0,8.88,-15.13,-20.71,0.88,22.78,-1,-21.29,11.28,-23.51,3.12,0,17.32,3.97,10.37,19.83,-1,19.81,4,0
253,-15.62,-9.14,2.14,23.4,8.2,-1,8.36,12.82,-10.82,8.03,-11.17,-1,-16.89,21.41,16.01,-16.72,1,17.88,-6.07,-20.64,10.77,1,12.47,4,0
254,22.13,-16.23,15.38,-0.7,8.6,0,-21.89,-10.94,2.84,-18.59,-24.8,-1,-16.61,10.99,16.87,-21.64,1,19.44,7.34,21.23,-0.28,0,21.21,4,0
255,10.73,-23.6,8.64,11.0,-16.2,1,19.21,17.17,-5.51,24.79,12.42,1,1.16,8.79,16.87,0.95,1,0.36,-17.11,24.15,21.5,-1,16.02,8,0
256,8.24,-18.64,0.43,-9.0,-22.3,1,7.6,-2.51,-20.46,14.91,-19.29,1,-20.52,-12.09,-24.02,18.13,1,-22.63,-10.86,-11.4,22.04,1,-2.34,10,0
257,-1.81,-5.23,10.32,8.0,16.5,1,11.83,-18.65,-17.13,9.6,3.88,1,-9.08,-12.57,2.13,-8.95,1,-16.2,19.07,-23.51,17.81,1,-3.64,4,0
258,4.96,-6.33,18.2,17.1,-20.2,0,18.31,-21.95,-6.17,-2.51,-17.58,-1,-24.23,-23.29,-15.86,23.46,0,-4.76,-14.27,-19.68,-3.6,0,6.02,8,0
259,-10.68,-0.59,18.58,-0.8,-15.7,-1,17.45,-22.95,-16.91,6.07,5.22,1,9.5,13.19,-6.67,21.42,0,13.7,-16.57,-17.1,-23.58,0,-7.12,8,0
260,9.94,-21.65,13.8,-12.5,-11.9,-1,3.41,9.56,21.26,24.62,-4.21,-1,-17.5,11.2,-15.87,-17.65,1,-11.74,5.75,0.67,-10.09,0,13.79,6,0
261,23.65,15.23,-4.66,17.1,-5.7,-1,-20.78,19.92,-10.45,-13.84,6.02,-1,3.39,-5.52,-5.03,16.76,1,-19.35,-23.19,8.78,-9.83,-1,-20.38,6,0
262,14.28,-6.55,13.94,11.6,-2.8,1,22.17,16.18,6.1,-7.4,11.81,1,-22.62,11.88,-11.7,0.47,1,4.19,-6.7,19.16,18.9,-1,23.09,8,0
263,7.92,-6.42,-15.3,14.6,13.1,0,21.65,9.47,-8.2,-19.4,-19.09,1,23.05,6.61,-15.94,7.55,1,6.92,-6.07,3.24,7.76,-1,12.47,8,0
264,19.78,-4.63,19.95,12.6,-0.5,-1,19.62,19.91,14.57,-21.52,6.74,0,-22.94,7.81,18.82,-7.15,1,-14.5,-2.65,-20.7,-24.82,0,16.81,6,0
265,24.98,16.51,-6.18,-23.3,18.3,-1,13.83,8.7,-2.85,-13.49,-18.16,-1,21.86,12.52,17.77,-13.71,0,-7.37,1.72,-21.49,21.44,0,-1.82,8,0
266,10.65,-7.93,24.3,8.0,-24.9,1,6.83,-11.85,11.27,-5.45,-14.05,1,-23.52,15.27,13.38,13.74,0,0.8,-17.2,-18.58,-23.77,1,14.58,6,0
267,19.78,-4.63,19.95,12.6,-0.5,-1,19.62,19.91,14.57,-21.52,6.74,0,-22.94,7.81,18.82,-7.15,1,-14.5,-2.65,-20.64,-24.82,0,16.81,6,0
268,24.08,1.64,6.5,12.9,-17.5,0,1.01,-8.89,-19.93,16.59,16.8,-1,-6.69,3.15,5.64,17.1,1,3.42,11.61,-13.76,-3.04,-1,17.11,8,0
269,21.17,-10.49,4.0,1.5,-5.6,0,2.03,-17.92,-2.84,-24.66,12.15,1,-4.58,-23.9,18.82,-24.85,0,13.08,20.01,19.42,-6.44,0,-0.4,4,0
270,13.88,14.84,18.17,-10.5,4.9,-1,8.05,19.65,11.11,13.59,-22.24,0,-22.87,-13.28,-13.95,-18.65,0,3.31,0.45,15.46,-16.37,0,23.67,6,0
271,16.11,15.57,-18.15,-16.2,16.3,1,-16.3,14.89,-20.42,-19.81,-14.76,-1,-11.41,1.51,-21.86,-15.29,0,19.15,-4.79,-7.74,0.8,1,21.26,4,0
272,18.4,-15.22,16.2,20.0,-20.5,-1,8.88,16.18,-20.71,23.85,22.78,0,2.44,4.56,-2.47,23.9,0,17.32,3.97,8.55,-21.72,-1,14.47,8,0
